slug,title,brandLabel,category,subcategory,audience,variation,price,catalogStatus,isActive,hasImage,approved,notes
"maquiagem-infantil-produtos-infantis-batom-infantil","Batom infantil","Fenty Beauty","Maquiagem Infantil","Produtos Infantis","feminino","58.90","0","draft","false","false","false",""
"maquiagem-infantil-produtos-infantis-gloss-infantil","Gloss infantil","avon","Maquiagem Infantil","Produtos Infantis","feminino","64.99","0","draft","false","false","false",""
"maquiagem-infantil-produtos-infantis-sombra-infantil","Sombra infantil","Fenty Beauty","Maquiagem Infantil","Produtos Infantis","feminino","65.99","0","draft","false","false","false",""
"maquiagem-infantil-produtos-infantis-blush-infantil","Blush infantil","avon","Maquiagem Infantil","Produtos Infantis","feminino","52.99","0","draft","false","false","false",""
"maquiagem-infantil-produtos-infantis-tinta-facial-infantil","Tinta facial infantil","Fenty Beauty","Maquiagem Infantil","Produtos Infantis","feminino","72.90","0","draft","false","false","false",""
"maquiagem-infantil-acessorios-infantis-pincel-infantil","Pincel infantil","avon","Maquiagem Infantil","Acessorios Infantis","feminino","58.99","0","draft","false","false","false",""
"maquiagem-infantil-acessorios-infantis-esponja-infantil","Esponja infantil","Fenty Beauty","Maquiagem Infantil","Acessorios Infantis","feminino","78.90","0","draft","false","false","false",""
"maquiagem-infantil-acessorios-infantis-glitter-infantil","Glitter infantil","avon","Maquiagem Infantil","Acessorios Infantis","feminino","79.99","0","draft","false","false","false",""
"maquiagem-infantil-acessorios-infantis-necessaire-infantil","Necessaire infantil","Fenty Beauty","Maquiagem Infantil","Acessorios Infantis","feminino","86.90","0","draft","false","false","false",""
"maquiagem-infantil-acessorios-infantis-espelho-infantil","Espelho infantil","avon","Maquiagem Infantil","Acessorios Infantis","feminino","49.90","0","draft","false","false","false",""
"maquiagem-infantil-acessorios-infantis-kit-pintura-facial","Kit pintura facial","Fenty Beauty","Maquiagem Infantil","Acessorios Infantis","feminino","89.99","0","draft","false","false","false",""
"demaquilantes-e-limpeza-removedores-demaquilante","Demaquilante","Lancôme","Demaquilantes e Limpeza","Removedores","feminino","81.90","0","draft","false","false","false",""
"demaquilantes-e-limpeza-removedores-demaquilante-bifasico","Demaquilante bifasico","Fenty Beauty","Demaquilantes e Limpeza","Removedores","feminino","68.99","0","draft","false","false","false",""
"demaquilantes-e-limpeza-removedores-agua-micelar","Agua micelar","avon","Demaquilantes e Limpeza","Removedores","feminino","52.90","0","draft","false","false","false",""
"demaquilantes-e-limpeza-removedores-lenco-demaquilante","Lenco demaquilante","Lancôme","Demaquilantes e Limpeza","Removedores","feminino","73.90","0","draft","false","false","false",""
"demaquilantes-e-limpeza-removedores-oleo-demaquilante","Oleo demaquilante","Fenty Beauty","Demaquilantes e Limpeza","Removedores","feminino","51.90","0","draft","false","false","false",""
"demaquilantes-e-limpeza-removedores-cleansing-balm","Cleansing balm","avon","Demaquilantes e Limpeza","Removedores","feminino","49.99","0","draft","false","false","false",""
"demaquilantes-e-limpeza-limpeza-facial-sabonete-facial","Sabonete facial","Lancôme","Demaquilantes e Limpeza","Limpeza Facial","feminino","53.90","0","draft","false","false","false",""
"demaquilantes-e-limpeza-limpeza-facial-gel-de-limpeza","Gel de limpeza","Fenty Beauty","Demaquilantes e Limpeza","Limpeza Facial","feminino","56.99","0","draft","false","false","false",""
"demaquilantes-e-limpeza-limpeza-facial-espuma-facial","Espuma facial","avon","Demaquilantes e Limpeza","Limpeza Facial","feminino","72.90","0","draft","false","false","false",""
"demaquilantes-e-limpeza-limpeza-facial-tonico-facial","Tonico facial","Lancôme","Demaquilantes e Limpeza","Limpeza Facial","feminino","56.99","0","draft","false","false","false",""
"demaquilantes-e-limpeza-limpeza-facial-esfoliante-facial","Esfoliante facial","Fenty Beauty","Demaquilantes e Limpeza","Limpeza Facial","feminino","89.99","0","draft","false","false","false",""
"demaquilantes-e-limpeza-limpeza-facial-algodao-facial","Algodao facial","avon","Demaquilantes e Limpeza","Limpeza Facial","feminino","74.90","0","draft","false","false","false",""
"kits-e-combos-kits-por-area-kit-pele-completa","Kit pele completa","Lancôme","Kits e Combos","Kits por Area","feminino","54.90","0","draft","false","false","false",""
"kits-e-combos-kits-por-area-kit-olhos","Kit olhos","avon","Kits e Combos","Kits por Area","feminino","74.99","0","draft","false","false","false",""
"kits-e-combos-kits-por-area-kit-sobrancelhas","Kit sobrancelhas","M·A·C Cosmetics","Kits e Combos","Kits por Area","feminino","76.99","0","draft","false","false","false",""
"kits-e-combos-kits-por-area-kit-boca","Kit boca","Fenty Beauty","Kits e Combos","Kits por Area","feminino","80.99","0","draft","false","false","false",""
"kits-e-combos-kits-por-area-kit-pinceis","Kit pinceis","DIOR","Kits e Combos","Kits por Area","feminino","76.99","0","draft","false","false","false",""
"kits-e-combos-kits-por-area-kit-maquiagem-artistica","Kit maquiagem artistica","Lancôme","Kits e Combos","Kits por Area","feminino","50.90","0","draft","false","false","false",""
"kits-e-combos-kits-por-perfil-kit-iniciante","Kit iniciante","avon","Kits e Combos","Kits por Perfil","feminino","62.99","0","draft","false","false","false",""
"kits-e-combos-kits-por-perfil-kit-profissional","Kit profissional","M·A·C Cosmetics","Kits e Combos","Kits por Perfil","feminino","50.90","0","draft","false","false","false",""
"kits-e-combos-kits-por-perfil-kit-noiva","Kit noiva","Fenty Beauty","Kits e Combos","Kits por Perfil","feminino","79.90","0","draft","false","false","false",""
"kits-e-combos-kits-por-perfil-kit-festa","Kit festa","DIOR","Kits e Combos","Kits por Perfil","feminino","79.90","0","draft","false","false","false",""
"kits-e-combos-kits-por-perfil-kit-maquiagem-nude","Kit maquiagem nude","Lancôme","Kits e Combos","Kits por Perfil","feminino","77.99","0","draft","false","false","false",""
"kits-e-combos-kits-por-perfil-kit-maquiagem-colorida","Kit maquiagem colorida","avon","Kits e Combos","Kits por Perfil","feminino","75.90","0","draft","false","false","false",""
"unhas-esmaltes-esmalte-cremoso","Esmalte cremoso","avon","Unhas","Esmaltes","feminino","70.90","0","draft","false","false","false",""
"unhas-esmaltes-esmalte-cintilante","Esmalte cintilante","DIOR","Unhas","Esmaltes","feminino","83.99","0","draft","false","false","false",""
"unhas-esmaltes-esmalte-glitter","Esmalte glitter","M·A·C Cosmetics","Unhas","Esmaltes","feminino","61.99","0","draft","false","false","false",""
"unhas-esmaltes-esmalte-matte","Esmalte matte","avon","Unhas","Esmaltes","feminino","66.99","0","draft","false","false","false",""
"unhas-esmaltes-esmalte-nude","Esmalte nude","DIOR","Unhas","Esmaltes","feminino","75.90","0","draft","false","false","false",""
"unhas-esmaltes-esmalte-vermelho","Esmalte vermelho","M·A·C Cosmetics","Unhas","Esmaltes","feminino","74.90","0","draft","false","false","false",""
"unhas-cuidados-com-unhas-base-fortalecedora","Base fortalecedora","avon","Unhas","Cuidados com Unhas","feminino","76.99","0","draft","false","false","false",""
"unhas-cuidados-com-unhas-extra-brilho","Extra brilho","DIOR","Unhas","Cuidados com Unhas","feminino","57.99","0","draft","false","false","false",""
"unhas-cuidados-com-unhas-top-coat","Top coat","M·A·C Cosmetics","Unhas","Cuidados com Unhas","feminino","63.99","0","draft","false","false","false",""
"unhas-cuidados-com-unhas-removedor-de-esmalte","Removedor de esmalte","avon","Unhas","Cuidados com Unhas","feminino","52.99","0","draft","false","false","false",""
"unhas-cuidados-com-unhas-acetona","Acetona","DIOR","Unhas","Cuidados com Unhas","feminino","62.99","0","draft","false","false","false",""
"unhas-cuidados-com-unhas-oleo-secante","Oleo secante","M·A·C Cosmetics","Unhas","Cuidados com Unhas","feminino","56.99","0","draft","false","false","false",""
"unhas-acessorios-de-unhas-lixa-de-unha","Lixa de unha","avon","Unhas","Acessorios de Unhas","feminino","71.90","0","draft","false","false","false",""
"unhas-acessorios-de-unhas-alicate","Alicate","DIOR","Unhas","Acessorios de Unhas","feminino","74.90","0","draft","false","false","false",""
"unhas-acessorios-de-unhas-espatula","Espatula","M·A·C Cosmetics","Unhas","Acessorios de Unhas","feminino","54.90","0","draft","false","false","false",""
"unhas-acessorios-de-unhas-kit-manicure","Kit manicure","avon","Unhas","Acessorios de Unhas","feminino","75.90","0","draft","false","false","false",""
"unhas-acessorios-de-unhas-unha-postica","Unha postica","DIOR","Unhas","Acessorios de Unhas","feminino","63.99","0","draft","false","false","false",""
"unhas-acessorios-de-unhas-cola-para-unha","Cola para unha","M·A·C Cosmetics","Unhas","Acessorios de Unhas","feminino","88.90","0","draft","false","false","false",""
