slug,title,brandLabel,category,subcategory,audience,variation,price,catalogStatus,isActive,hasImage,approved,notes
"maquiagem-artistica-efeitos-especiais-cola-teatral","Cola teatral","MÂ·AÂ·C Cosmetics","Maquiagem Artistica","Efeitos Especiais","beleza","67.90","0","draft","false","false","false",""
"maquiagem-artistica-efeitos-especiais-cera-modeladora","Cera modeladora","avon","Maquiagem Artistica","Efeitos Especiais","beleza","51.99","0","draft","false","false","false",""
"maquiagem-artistica-efeitos-especiais-removedor-artistico","Removedor artistico","Fenty Beauty","Maquiagem Artistica","Efeitos Especiais","beleza","71.99","0","draft","false","false","false",""
"maquiagem-infantil-produtos-infantis-kit-maquiagem-infantil","Kit maquiagem infantil","avon","Maquiagem Infantil","Produtos Infantis","beleza","82.99","0","draft","false","false","false",""
"maquiagem-infantil-produtos-infantis-batom-infantil","Batom infantil","Fenty Beauty","Maquiagem Infantil","Produtos Infantis","beleza","58.90","0","draft","false","false","false",""
"maquiagem-infantil-produtos-infantis-gloss-infantil","Gloss infantil","avon","Maquiagem Infantil","Produtos Infantis","beleza","64.99","0","draft","false","false","false",""
"maquiagem-infantil-produtos-infantis-sombra-infantil","Sombra infantil","Fenty Beauty","Maquiagem Infantil","Produtos Infantis","beleza","65.99","0","draft","false","false","false",""
"maquiagem-infantil-produtos-infantis-blush-infantil","Blush infantil","avon","Maquiagem Infantil","Produtos Infantis","beleza","52.99","0","draft","false","false","false",""
"maquiagem-infantil-produtos-infantis-tinta-facial-infantil","Tinta facial infantil","Fenty Beauty","Maquiagem Infantil","Produtos Infantis","beleza","72.90","0","draft","false","false","false",""
"maquiagem-infantil-acessorios-infantis-pincel-infantil","Pincel infantil","avon","Maquiagem Infantil","Acessorios Infantis","beleza","58.99","0","draft","false","false","false",""
"maquiagem-infantil-acessorios-infantis-esponja-infantil","Esponja infantil","Fenty Beauty","Maquiagem Infantil","Acessorios Infantis","beleza","78.90","0","draft","false","false","false",""
"maquiagem-infantil-acessorios-infantis-glitter-infantil","Glitter infantil","avon","Maquiagem Infantil","Acessorios Infantis","beleza","79.99","0","draft","false","false","false",""
"maquiagem-infantil-acessorios-infantis-necessaire-infantil","Necessaire infantil","Fenty Beauty","Maquiagem Infantil","Acessorios Infantis","beleza","86.90","0","draft","false","false","false",""
"maquiagem-infantil-acessorios-infantis-espelho-infantil","Espelho infantil","avon","Maquiagem Infantil","Acessorios Infantis","beleza","49.90","0","draft","false","false","false",""
"maquiagem-infantil-acessorios-infantis-kit-pintura-facial","Kit pintura facial","Fenty Beauty","Maquiagem Infantil","Acessorios Infantis","beleza","89.99","0","draft","false","false","false",""
"demaquilantes-e-limpeza-removedores-demaquilante","Demaquilante","LancÃ´me","Demaquilantes e Limpeza","Removedores","beleza","81.90","0","draft","false","false","false",""
"demaquilantes-e-limpeza-removedores-demaquilante-bifasico","Demaquilante bifasico","Fenty Beauty","Demaquilantes e Limpeza","Removedores","beleza","68.99","0","draft","false","false","false",""
"demaquilantes-e-limpeza-removedores-agua-micelar","Agua micelar","avon","Demaquilantes e Limpeza","Removedores","beleza","52.90","0","draft","false","false","false",""
"demaquilantes-e-limpeza-removedores-lenco-demaquilante","Lenco demaquilante","LancÃ´me","Demaquilantes e Limpeza","Removedores","beleza","73.90","0","draft","false","false","false",""
"demaquilantes-e-limpeza-removedores-oleo-demaquilante","Oleo demaquilante","Fenty Beauty","Demaquilantes e Limpeza","Removedores","beleza","51.90","0","draft","false","false","false",""
"demaquilantes-e-limpeza-removedores-cleansing-balm","Cleansing balm","avon","Demaquilantes e Limpeza","Removedores","beleza","49.99","0","draft","false","false","false",""
"demaquilantes-e-limpeza-limpeza-facial-sabonete-facial","Sabonete facial","LancÃ´me","Demaquilantes e Limpeza","Limpeza Facial","beleza","53.90","0","draft","false","false","false",""
"demaquilantes-e-limpeza-limpeza-facial-gel-de-limpeza","Gel de limpeza","Fenty Beauty","Demaquilantes e Limpeza","Limpeza Facial","beleza","56.99","0","draft","false","false","false",""
"demaquilantes-e-limpeza-limpeza-facial-espuma-facial","Espuma facial","avon","Demaquilantes e Limpeza","Limpeza Facial","beleza","72.90","0","draft","false","false","false",""
"demaquilantes-e-limpeza-limpeza-facial-tonico-facial","Tonico facial","LancÃ´me","Demaquilantes e Limpeza","Limpeza Facial","beleza","56.99","0","draft","false","false","false",""
"demaquilantes-e-limpeza-limpeza-facial-esfoliante-facial","Esfoliante facial","Fenty Beauty","Demaquilantes e Limpeza","Limpeza Facial","beleza","89.99","0","draft","false","false","false",""
"demaquilantes-e-limpeza-limpeza-facial-algodao-facial","Algodao facial","avon","Demaquilantes e Limpeza","Limpeza Facial","beleza","74.90","0","draft","false","false","false",""
"kits-e-combos-kits-por-area-kit-pele-completa","Kit pele completa","LancÃ´me","Kits e Combos","Kits por Area","beleza","54.90","0","draft","false","false","false",""
"kits-e-combos-kits-por-area-kit-olhos","Kit olhos","avon","Kits e Combos","Kits por Area","beleza","74.99","0","draft","false","false","false",""
"kits-e-combos-kits-por-area-kit-sobrancelhas","Kit sobrancelhas","MÂ·AÂ·C Cosmetics","Kits e Combos","Kits por Area","beleza","76.99","0","draft","false","false","false",""
"kits-e-combos-kits-por-area-kit-boca","Kit boca","Fenty Beauty","Kits e Combos","Kits por Area","beleza","80.99","0","draft","false","false","false",""
"kits-e-combos-kits-por-area-kit-pinceis","Kit pinceis","DIOR","Kits e Combos","Kits por Area","beleza","76.99","0","draft","false","false","false",""
"kits-e-combos-kits-por-area-kit-maquiagem-artistica","Kit maquiagem artistica","LancÃ´me","Kits e Combos","Kits por Area","beleza","50.90","0","draft","false","false","false",""
"kits-e-combos-kits-por-perfil-kit-iniciante","Kit iniciante","avon","Kits e Combos","Kits por Perfil","beleza","62.99","0","draft","false","false","false",""
"kits-e-combos-kits-por-perfil-kit-profissional","Kit profissional","MÂ·AÂ·C Cosmetics","Kits e Combos","Kits por Perfil","beleza","50.90","0","draft","false","false","false",""
"kits-e-combos-kits-por-perfil-kit-noiva","Kit noiva","Fenty Beauty","Kits e Combos","Kits por Perfil","beleza","79.90","0","draft","false","false","false",""
"kits-e-combos-kits-por-perfil-kit-festa","Kit festa","DIOR","Kits e Combos","Kits por Perfil","beleza","79.90","0","draft","false","false","false",""
"kits-e-combos-kits-por-perfil-kit-maquiagem-nude","Kit maquiagem nude","LancÃ´me","Kits e Combos","Kits por Perfil","beleza","77.99","0","draft","false","false","false",""
"kits-e-combos-kits-por-perfil-kit-maquiagem-colorida","Kit maquiagem colorida","avon","Kits e Combos","Kits por Perfil","beleza","75.90","0","draft","false","false","false",""
"unhas-esmaltes-esmalte-cremoso","Esmalte cremoso","avon","Unhas","Esmaltes","beleza","70.90","0","draft","false","false","false",""
"unhas-esmaltes-esmalte-cintilante","Esmalte cintilante","DIOR","Unhas","Esmaltes","beleza","83.99","0","draft","false","false","false",""
"unhas-esmaltes-esmalte-glitter","Esmalte glitter","MÂ·AÂ·C Cosmetics","Unhas","Esmaltes","beleza","61.99","0","draft","false","false","false",""
"unhas-esmaltes-esmalte-matte","Esmalte matte","avon","Unhas","Esmaltes","beleza","66.99","0","draft","false","false","false",""
"unhas-esmaltes-esmalte-nude","Esmalte nude","DIOR","Unhas","Esmaltes","beleza","75.90","0","draft","false","false","false",""
"unhas-esmaltes-esmalte-vermelho","Esmalte vermelho","MÂ·AÂ·C Cosmetics","Unhas","Esmaltes","beleza","74.90","0","draft","false","false","false",""
"unhas-cuidados-com-unhas-base-fortalecedora","Base fortalecedora","avon","Unhas","Cuidados com Unhas","beleza","76.99","0","draft","false","false","false",""
"unhas-cuidados-com-unhas-extra-brilho","Extra brilho","DIOR","Unhas","Cuidados com Unhas","beleza","57.99","0","draft","false","false","false",""
"unhas-cuidados-com-unhas-top-coat","Top coat","MÂ·AÂ·C Cosmetics","Unhas","Cuidados com Unhas","beleza","63.99","0","draft","false","false","false",""
"unhas-cuidados-com-unhas-removedor-de-esmalte","Removedor de esmalte","avon","Unhas","Cuidados com Unhas","beleza","52.99","0","draft","false","false","false",""
"unhas-cuidados-com-unhas-acetona","Acetona","DIOR","Unhas","Cuidados com Unhas","beleza","62.99","0","draft","false","false","false",""
"unhas-cuidados-com-unhas-oleo-secante","Oleo secante","MÂ·AÂ·C Cosmetics","Unhas","Cuidados com Unhas","beleza","56.99","0","draft","false","false","false",""
"unhas-acessorios-de-unhas-lixa-de-unha","Lixa de unha","avon","Unhas","Acessorios de Unhas","beleza","71.90","0","draft","false","false","false",""
"unhas-acessorios-de-unhas-alicate","Alicate","DIOR","Unhas","Acessorios de Unhas","beleza","74.90","0","draft","false","false","false",""
"unhas-acessorios-de-unhas-espatula","Espatula","MÂ·AÂ·C Cosmetics","Unhas","Acessorios de Unhas","beleza","54.90","0","draft","false","false","false",""
"unhas-acessorios-de-unhas-kit-manicure","Kit manicure","avon","Unhas","Acessorios de Unhas","beleza","75.90","0","draft","false","false","false",""
"unhas-acessorios-de-unhas-unha-postica","Unha postica","DIOR","Unhas","Acessorios de Unhas","beleza","63.99","0","draft","false","false","false",""
"unhas-acessorios-de-unhas-cola-para-unha","Cola para unha","MÂ·AÂ·C Cosmetics","Unhas","Acessorios de Unhas","beleza","88.90","0","draft","false","false","false",""

